,uid,guid,id,height,weight,age,position,jersey,salary,birthDate,headshot,FLName,experience,college,birthPlace,Team,hand
Josh Richardson,s:40~l:46~a:2581190,7b8ee798f436b91dfdb772f261ead3b1,2581190,"6' 5""",200 lbs,27,SG,0,"$10,865,952",09/15/93,https://a.espncdn.com/i/headshots/nba/players/full/2581190.png,Josh Richardson,5,Tennessee,"Edmond, OK",Dallas Mavericks,
Tyrell Terry,s:40~l:46~a:4431747,c077da74-fe63-3194-a170-47a6d2faa61b,4431747,"6' 2""",170 lbs,20,PG,1,"$1,289,846",09/28/00,https://a.espncdn.com/i/headshots/nba/players/full/4431747.png,Tyrell Terry,0,Stanford,"Minneapolis, MN",Dallas Mavericks,L
Sterling Brown,s:40~l:46~a:3057187,615c98cca85ff2d2a5350bf623868694,3057187,"6' 5""",219 lbs,25,SG,0,"$1,620,564",02/10/95,https://a.espncdn.com/i/headshots/nba/players/full/3057187.png,Sterling Brown,3,SMU,"Maywood, IL",Houston Rockets,
Bruno Caboclo,s:40~l:46~a:3113297,d4dbf37f97c30fa398df57ed477b0853,3113297,"6' 9""",218 lbs,25,SF,5,"$2,028,594",09/21/95,https://a.espncdn.com/i/headshots/nba/players/full/3113297.png,Bruno Caboclo,6,,Brazil,Houston Rockets,
Chris Clemons,s:40~l:46~a:3906603,2367283183d11da9b46e28ec4cad39b8,3906603,"5' 9""",180 lbs,23,PG,3,"$1,517,981",07/23/97,https://a.espncdn.com/i/headshots/nba/players/full/3906603.png,Chris Clemons,1,Campbell,"Raleigh, NC",Houston Rockets,B
DeMarcus Cousins,s:40~l:46~a:4258,3564a995edd22440a17b3dea0fcacbf7,4258,"6' 10""",270 lbs,30,C,15,"$1,620,564",08/13/90,https://a.espncdn.com/i/headshots/nba/players/full/4258.png,DeMarcus Cousins,9,Kentucky,"Mobile, AL",Houston Rockets,
Eric Gordon,s:40~l:46~a:3431,97c558f788e5ac8747dd1c978cf29134,3431,"6' 3""",215 lbs,32,SG,10,"$16,869,276",12/25/88,https://a.espncdn.com/i/headshots/nba/players/full/3431.png,Eric Gordon,12,Indiana,"Indianapolis, IN",Houston Rockets,
James Harden,s:40~l:46~a:3992,35b0f455b1df0986121d27d2b6c18122,3992,"6' 5""",220 lbs,31,SG,13,"$41,254,920",08/26/89,https://a.espncdn.com/i/headshots/nba/players/full/3992.png,James Harden,11,Arizona State,"Bellflower, CA",Houston Rockets,
Mason Jones,s:40~l:46~a:4395704,2312c0b93fb6afe20c866e1b29ee0569,4395704,"6' 5""",200 lbs,22,SG,9,0,07/21/98,https://a.espncdn.com/i/headshots/nba/players/full/4395704.png,Mason Jones,0,Arkansas,"Dallas, TX",Houston Rockets,
Ben McLemore,s:40~l:46~a:2578213,9388d3454216dbdab0924b1fa8b3ac99,2578213,"6' 3""",195 lbs,27,G,16,"$2,283,034",02/11/93,https://a.espncdn.com/i/headshots/nba/players/full/2578213.png,Ben McLemore,7,Kansas,,Houston Rockets,
David Nwaba,s:40~l:46~a:3062744,7a2b9d55e3cbe7116ea83f88d2140c31,3062744,"6' 5""",219 lbs,27,SG,0,"$1,824,003",01/14/93,https://a.espncdn.com/i/headshots/nba/players/full/3062744.png,David Nwaba,4,Cal Poly,"Los Angeles, CA",Houston Rockets,
Brodric Thomas,s:40~l:46~a:4407254,ddf293baf801e2eafbbd15126bfda58c,4407254,"6' 5""",185 lbs,23,SG,33,0,01/28/97,https://a.espncdn.com/i/headshots/nba/players/full/4407254.png,Brodric Thomas,0,Truman State,"Bolingbrook, IL",Houston Rockets,
John Wall,s:40~l:46~a:4237,cc52762422ecec9cd08152d37b011a64,4237,"6' 4""",210 lbs,30,PG,1,"$41,254,920",09/06/90,https://a.espncdn.com/i/headshots/nba/players/full/4237.png,John Wall,9,Kentucky,"Raleigh, NC",Houston Rockets,L
Christian Wood,s:40~l:46~a:3058254,4761286afeb82ea2d371dbf677ddf5eb,3058254,"6' 10""",223 lbs,25,PF,35,"$13,015,873",09/27/95,https://a.espncdn.com/i/headshots/nba/players/full/3058254.png,Christian Wood,4,UNLV,"Long Beach, CA",Houston Rockets,
Grayson Allen,s:40~l:46~a:3135045,fedd8adfa9ccd6430130ff502fc58389,3135045,"6' 4""",198 lbs,25,SG,3,"$2,545,320",10/08/95,https://a.espncdn.com/i/headshots/nba/players/full/3135045.png,Grayson Allen,2,Duke,"Jacksonville, FL",Memphis Grizzlies,B
Kyle Anderson,s:40~l:46~a:2993874,0b5e3fdc796dc463655c9c8f6622bcd0,2993874,"6' 8""",230 lbs,27,F,1,"$9,505,100",09/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2993874.png,Kyle Anderson,6,UCLA,"New York, NY",Memphis Grizzlies,L
Desmond Bane,s:40~l:46~a:4066320,10c8715d6e1c40de59cb625bf16ebbc7,4066320,"6' 6""",215 lbs,22,SG,22,"$1,936,440",06/25/98,https://a.espncdn.com/i/headshots/nba/players/full/4066320.png,Desmond Bane,0,TCU,"Richmond, IN",Memphis Grizzlies,
Dillon Brooks,s:40~l:46~a:3155526,653c07b5853714acf4c6b4e37919aca0,3155526,"6' 7""",220 lbs,24,SG,24,"$11,400,000",01/22/96,https://a.espncdn.com/i/headshots/nba/players/full/3155526.png,Dillon Brooks,3,Oregon,"Mississauga, ON",Memphis Grizzlies,
Brandon Clarke,s:40~l:46~a:3906665,ac9aa77ddbe630648bef208071246a63,3906665,"6' 8""",210 lbs,24,PF,15,"$2,602,920",09/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3906665.png,Brandon Clarke,1,Gonzaga,"Vancouver, BC",Memphis Grizzlies,
Gorgui Dieng,s:40~l:46~a:2534781,d8820adffef7422cca799c21e1f89ec9,2534781,"6' 10""",252 lbs,30,C,14,"$17,287,640",01/18/90,https://a.espncdn.com/i/headshots/nba/players/full/2534781.png,Gorgui Dieng,7,Louisville,Senegal,Memphis Grizzlies,
Tyus Jones,s:40~l:46~a:3135046,c4cddbcc957d6182fa3366d045c64fc6,3135046,"6' 0""",196 lbs,24,PG,21,"$8,817,143",05/10/96,https://a.espncdn.com/i/headshots/nba/players/full/3135046.png,Tyus Jones,5,Duke,"Burnsville, MN",Memphis Grizzlies,
John Konchar,s:40~l:46~a:3134932,d4c8df921ba032dc7329fd611c2cd134,3134932,"6' 5""",210 lbs,24,SG,46,"$2,100,000",03/22/96,https://a.espncdn.com/i/headshots/nba/players/full/3134932.png,John Konchar,1,,"West Chicago, IL",Memphis Grizzlies,
Sean McDermott,s:40~l:46~a:3908903,6445df83a2db0e7be709aa6cea4b5764,3908903,"6' 6""",195 lbs,24,SG,30,0,11/03/96,https://a.espncdn.com/i/headshots/nba/players/full/3908903.png,Sean McDermott,0,Butler,"Anderson, IN",Memphis Grizzlies,
Ja Morant,s:40~l:46~a:4279888,de5f87e08571a730ade46d00d10b8577,4279888,"6' 3""",175 lbs,21,PG,12,"$9,166,800",08/10/99,https://a.espncdn.com/i/headshots/nba/players/full/4279888.png,Ja Morant,1,Murray State,"Dalzell, SC",Memphis Grizzlies,
Jontay Porter,s:40~l:46~a:4278103,2580dba55479eeb264f73c4403e584fd,4278103,"6' 10""",236 lbs,21,PF,4,"$1,900,000",11/15/99,https://a.espncdn.com/i/headshots/nba/players/full/4278103.png,Jontay Porter,0,Missouri,"Columbia, MO",Memphis Grizzlies,
Killian Tillie,s:40~l:46~a:4066651,6116adf9da9b87b4f1c92d4bf53761a1,4066651,"6' 10""",220 lbs,22,C,35,0,03/05/98,https://a.espncdn.com/i/headshots/nba/players/full/4066651.png,Killian Tillie,0,Gonzaga,France,Memphis Grizzlies,
Xavier Tillman,s:40~l:46~a:4277964,4b87dfe226392c402e6e056b8ade82b5,4277964,"6' 8""",245 lbs,21,PF,2,"$1,300,000",01/12/99,https://a.espncdn.com/i/headshots/nba/players/full/4277964.png,Xavier Tillman,0,Michigan State,"Grand Rapids, MI",Memphis Grizzlies,R
Jonas Valanciunas,s:40~l:46~a:6477,585a3d05447b8a2fbfed56049d1c04ba,6477,"6' 11""",265 lbs,28,C,17,"$15,000,000",05/06/92,https://a.espncdn.com/i/headshots/nba/players/full/6477.png,Jonas Valanciunas,8,,Lithuania,Memphis Grizzlies,
Justise Winslow,s:40~l:46~a:3135047,7ff9912938d425a03f621ecc21ac00b4,3135047,"6' 6""",225 lbs,24,PF,7,"$13,000,000",03/26/96,https://a.espncdn.com/i/headshots/nba/players/full/3135047.png,Justise Winslow,5,Duke,"Houston, TX",Memphis Grizzlies,
Steven Adams,s:40~l:46~a:2991235,1173a08695c4a53b2b283a646057f63f,2991235,"6' 11""",265 lbs,27,C,12,"$29,592,696",07/20/93,https://a.espncdn.com/i/headshots/nba/players/full/2991235.png,Steven Adams,7,Pittsburgh,New Zealand,New Orleans Pelicans,
Lonzo Ball,s:40~l:46~a:4066421,636059566a4cd1875e834f0e5c740a28,4066421,"6' 6""",190 lbs,23,PG,2,"$11,003,782",10/27/97,https://a.espncdn.com/i/headshots/nba/players/full/4066421.png,Lonzo Ball,3,UCLA,"Anaheim, CA",New Orleans Pelicans,R
Eric Bledsoe,s:40~l:46~a:4238,6ea0d15aaed36cb07413e47e5f04ddcf,4238,"6' 1""",214 lbs,31,PG,5,"$16,875,000",12/09/89,https://a.espncdn.com/i/headshots/nba/players/full/4238.png,Eric Bledsoe,10,Kentucky,"Birmingham, AL",New Orleans Pelicans,
Wenyen Gabriel,s:40~l:46~a:4066264,18e4d930159d3ccd1ad30c41b0236afb,4066264,"6' 9""",205 lbs,23,PF,32,"$1,620,564",03/26/97,https://a.espncdn.com/i/headshots/nba/players/full/4066264.png,Wenyen Gabriel,1,Kentucky,Sudan,New Orleans Pelicans,
Josh Hart,s:40~l:46~a:3062679,4384c489e5e6695a1c5fb3e66edcb897,3062679,"6' 5""",215 lbs,25,SG,3,"$3,491,159",03/06/95,https://a.espncdn.com/i/headshots/nba/players/full/3062679.png,Josh Hart,3,Villanova,"Silver Spring, MD",New Orleans Pelicans,B
Jaxson Hayes,s:40~l:46~a:4397077,4cd92ac173ce653dc3b19c68e9c7a4d0,4397077,"6' 11""",220 lbs,20,C,10,"$5,105,160",05/23/00,https://a.espncdn.com/i/headshots/nba/players/full/4397077.png,Jaxson Hayes,1,Texas,"Norman, OK",New Orleans Pelicans,
Willy Hernangomez,s:40~l:46~a:2999409,c9306a928d58f03d131cec2ef2a9a417,2999409,"6' 11""",250 lbs,26,C,9,"$1,620,564",05/27/94,https://a.espncdn.com/i/headshots/nba/players/full/2999409.png,Willy Hernangomez,4,,Spain,New Orleans Pelicans,
Brandon Ingram,s:40~l:46~a:3913176,735792cabca36babe2ed68f39ccc7270,3913176,"6' 7""",190 lbs,23,SF,14,"$27,285,000",09/02/97,https://a.espncdn.com/i/headshots/nba/players/full/3913176.png,Brandon Ingram,4,Duke,"Kinston, NC",New Orleans Pelicans,
Will Magnay,s:40~l:46~a:4278783,d07a0bdae8b88dee10933cabed091bf0,4278783,"6' 10""",234 lbs,22,PF,25,0,06/10/98,https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png&w=200&h=146,Will Magnay,0,Tulsa,Australia,New Orleans Pelicans,
Naji Marshall,s:40~l:46~a:4278594,cdbdcd50106baad8204e49201a429b51,4278594,"6' 7""",220 lbs,22,SF,8,0,01/24/98,https://a.espncdn.com/i/headshots/nba/players/full/4278594.png,Naji Marshall,0,Xavier,"Atlantic City, NJ",New Orleans Pelicans,
Nicolo Melli,s:40~l:46~a:4341,f10944aa86d36cb5030c779c9dca9fee,4341,"6' 9""",236 lbs,29,PF,20,"$4,102,564",01/26/91,https://a.espncdn.com/i/headshots/nba/players/full/4341.png,Nicolo Melli,1,,Italy,New Orleans Pelicans,
JJ Redick,s:40~l:46~a:3024,1fa3143f7dc566ab5dd023a8af3d6ab2,3024,"6' 3""",200 lbs,36,SG,4,"$13,013,700",06/24/84,https://a.espncdn.com/i/headshots/nba/players/full/3024.png,JJ Redick,14,Duke,"Cookeville, TN",New Orleans Pelicans,
Sindarius Thornwell,s:40~l:46~a:3064539,5f9a38ebe219150b06ea38d4e2ff37dd,3064539,"6' 4""",215 lbs,26,SG,15,"$1,620,564",11/15/94,https://a.espncdn.com/i/headshots/nba/players/full/3064539.png,Sindarius Thornwell,3,South Carolina,"Lancaster, SC",New Orleans Pelicans,
Zion Williamson,s:40~l:46~a:4395628,34e5ec5d10b3ba592ba13a3be9a1be22,4395628,"6' 6""",284 lbs,20,SF,1,"$10,245,480",07/06/00,https://a.espncdn.com/i/headshots/nba/players/full/4395628.png,Zion Williamson,1,Duke,"Salisbury, NC",New Orleans Pelicans,L
LaMarcus Aldridge,s:40~l:46~a:2983,29631eafe8b88faa1a1f8a02838a3d20,2983,"6' 11""",265 lbs,35,PF,12,"$24,000,000",07/19/85,https://a.espncdn.com/i/headshots/nba/players/full/2983.png,LaMarcus Aldridge,14,Texas,"Dallas, TX",San Antonio Spurs,
DeMar DeRozan,s:40~l:46~a:3978,d942ef5ec416b06e63ac5f3db14757be,3978,"6' 7""",220 lbs,31,SG,10,"$27,739,975",08/07/89,https://a.espncdn.com/i/headshots/nba/players/full/3978.png,DeMar DeRozan,11,USC,"Compton, CA",San Antonio Spurs,
Drew Eubanks,s:40~l:46~a:3914285,8bde669061ad5afc76fa469e5df59ec8,3914285,"6' 10""",245 lbs,23,PF,14,"$1,620,564",02/01/97,https://a.espncdn.com/i/headshots/nba/players/full/3914285.png,Drew Eubanks,2,Oregon State,"Starkville, MS",San Antonio Spurs,
Rudy Gay,s:40~l:46~a:3005,e9cee43543dd5ec7cbbff56089958daf,3005,"6' 8""",240 lbs,34,SF,22,"$14,500,000",08/17/86,https://a.espncdn.com/i/headshots/nba/players/full/3005.png,Rudy Gay,14,Connecticut,"Baltimore, MD",San Antonio Spurs,
Keldon Johnson,s:40~l:46~a:4395723,691dfac035e1b597c503f0211c8f7f6f,4395723,"6' 6""",210 lbs,21,SG,3,"$2,048,040",10/11/99,https://a.espncdn.com/i/headshots/nba/players/full/4395723.png,Keldon Johnson,1,Kentucky,"Chesterfield, VA",San Antonio Spurs,B
Tre Jones,s:40~l:46~a:4395626,98f3f8f5c8df8c657de5524a78fff469,4395626,"6' 3""",185 lbs,20,PG,33,"$898,310",01/08/00,https://a.espncdn.com/i/headshots/nba/players/full/4395626.png,Tre Jones,0,Duke,"Apple Valley, MN",San Antonio Spurs,
Trey Lyles,s:40~l:46~a:3136196,c212e512d1cf291c43df7725c8fd19c2,3136196,"6' 10""",235 lbs,25,PF,41,"$5,500,000",11/05/95,https://a.espncdn.com/i/headshots/nba/players/full/3136196.png,Trey Lyles,5,Kentucky,"Saskatoon, SK",San Antonio Spurs,
Patty Mills,s:40~l:46~a:4004,493a55f7fcbaacc2ce8b93994e57fade,4004,"6' 0""",180 lbs,32,PG,8,"$13,535,714",08/11/88,https://a.espncdn.com/i/headshots/nba/players/full/4004.png,Patty Mills,11,Saint Mary's,Australia,San Antonio Spurs,
Dejounte Murray,s:40~l:46~a:3907497,069547d066e579d206ac195011e77472,3907497,"6' 5""",180 lbs,24,PG,5,"$14,286,000",09/19/96,https://a.espncdn.com/i/headshots/nba/players/full/3907497.png,Dejounte Murray,3,Washington,"Seattle, WA",San Antonio Spurs,
Jakob Poeltl,s:40~l:46~a:3134908,a5b22bdbe9e3f48272f906db2e339aff,3134908,"7' 0""",240 lbs,25,C,25,"$8,101,852",10/15/95,https://a.espncdn.com/i/headshots/nba/players/full/3134908.png,Jakob Poeltl,4,Utah,Austria,San Antonio Spurs,
Luka Samanic,s:40~l:46~a:4423309,bc9995ea4b1a9782ef30b0a4d7299aad,4423309,"6' 11""",235 lbs,20,PF,19,"$2,892,000",01/09/00,https://a.espncdn.com/i/headshots/nba/players/full/4423309.png,Luka Samanic,1,,Croatia,San Antonio Spurs,
Devin Vassell,s:40~l:46~a:4395630,4a925ef3a49b2fc8b55eda12e9bcfdb6,4395630,"6' 7""",195 lbs,20,SG,24,"$4,033,440",08/23/00,https://a.espncdn.com/i/headshots/nba/players/full/4395630.png,Devin Vassell,0,Florida State,"Lawrenceville, GA",San Antonio Spurs,
Quinndary Weatherspoon,s:40~l:46~a:3907358,f40458f631cee819bf79e83079dc3aac,3907358,"6' 4""",205 lbs,24,SG,15,0,09/10/96,https://a.espncdn.com/i/headshots/nba/players/full/3907358.png,Quinndary Weatherspoon,1,Mississippi State,"Canton, MS",San Antonio Spurs,
Derrick White,s:40~l:46~a:3078576,8aba42b74c1e6ccd315097691c299668,3078576,"6' 4""",195 lbs,26,PG,4,"$3,516,284",07/02/94,https://a.espncdn.com/i/headshots/nba/players/full/3078576.png,Derrick White,3,Colorado,USA,San Antonio Spurs,
